,Tweets,Tweets_ID,Date,Source,Likes_no,Retweets_no
1311,"Black icons. The #SilhouetteChallenge. Cultural influences. Jax James and @Ashanti will chat about it all, today at… https://t.co/FmxTI4pXUn",1356749238135255043,2021-02-02 23:40:00+00:00,Twitter Web App,227,25
1312,"Introducing: the 2021 Black TikTok Trailblazers List 👏🏿

All 14 of these trailblazers were recognized and nominated… https://t.co/OeCKF9pqtd",1356724862958530561,2021-02-02 22:03:08+00:00,Twitter Web App,201,12
1313,TFW your phone is finally charged enough for you to roll over and scroll 🔋,1356650525534556160,2021-02-02 17:07:45+00:00,Twitter Web App,599,29
1314,¯\_(ツ)_/¯ https://t.co/Tx2KDIhslm,1356403595646668802,2021-02-02 00:46:32+00:00,Twitter Web App,562,26
1315,"Today, and all month long, we're celebrating the breadth, depth and beauty of Blackness - past, present and future.… https://t.co/C0bo42MKj0",1356396679725862912,2021-02-02 00:19:03+00:00,Twitter Media Studio,298,21
1316,We’re kicking off Black History Month with #MakeBlackHistory. It’s an opportunity for us all to celebrate Black cre… https://t.co/rbAkFwtdr4,1356289458639802368,2021-02-01 17:13:00+00:00,Twitter Web App,454,56
1317,"i'll go first, dear maria, count me in by @alltimelow",1356014027277651969,2021-01-31 22:58:32+00:00,Twitter for iPhone,226,6
1318,"what's your go-to ""its not a phase its a lifestyle"" song?",1356013892724420608,2021-01-31 22:58:00+00:00,Twitter Web App,558,14
1319,what’s the one TikTok you wish you could experience again for the first time?,1355969852951785473,2021-01-31 20:03:00+00:00,Twitter Web App,751,25
1320,drop what u got below 👇 https://t.co/XsfMoKdZda,1355924554472771591,2021-01-31 17:03:00+00:00,Twitter Web App,340,6
1321,"no one:
absolutely no one:
me: 🎶There once was ship… 🎶",1355659054681530371,2021-01-30 23:28:00+00:00,Twitter Web App,697,25
